transaction_id,date,category,merchant,amount,payment_method
5594,2025-11-01 20:22:32.295229,Healthcare,Myntra,490.23,Credit Card
5595,2025-11-01 21:41:01.566156,Healthcare,Flipkart,1785.44,Cash
5596,2025-11-01 22:59:30.837083,Transport,Netflix,4561.35,Credit Card
5597,2025-11-02 00:18:00.108010,Transport,Zomato,2805.51,UPI
5598,2025-11-02 01:36:29.378937,Healthcare,Amazon,1364.21,Debit Card
5599,2025-11-02 02:54:58.649864,Entertainment,Reliance,4787.43,Credit Card
5600,2025-11-02 04:13:27.920792,Entertainment,Swiggy,1259.36,Debit Card
5601,2025-11-02 05:31:57.191719,Shopping,Local Store,4530.24,Credit Card
5602,2025-11-02 06:50:26.462646,Bills,Zomato,3642.56,UPI
5603,2025-11-02 08:08:55.733573,Shopping,Airtel,3715.58,Credit Card
5604,2025-11-02 09:27:25.004500,Bills,Local Store,3836.45,Debit Card
5605,2025-11-02 10:45:54.275427,Transport,Reliance,2557.52,Debit Card
5606,2025-11-02 12:04:23.546354,Food,Zomato,4082.16,Debit Card
5607,2025-11-02 13:22:52.817281,Shopping,Myntra,4189.16,Cash
5608,2025-11-02 14:41:22.088208,Shopping,Netflix,1834.41,Debit Card
5609,2025-11-02 15:59:51.359135,Bills,Amazon,2031.71,Credit Card
5610,2025-11-02 17:18:20.630063,Travel,Netflix,4449.35,UPI
5611,2025-11-02 18:36:49.900990,Transport,Uber,2647.41,UPI
5612,2025-11-02 19:55:19.171917,Transport,Flipkart,4341.37,Credit Card
5613,2025-11-02 21:13:48.442844,Education,Airtel,3152.51,Cash
5614,2025-11-02 22:32:17.713771,Travel,Uber,2988.16,Credit Card
5615,2025-11-02 23:50:46.984698,Bills,Uber,203.36,Debit Card
5616,2025-11-03 01:09:16.255625,Transport,Airtel,1425.58,Cash
5617,2025-11-03 02:27:45.526552,Travel,Flipkart,2535.19,Credit Card
5618,2025-11-03 03:46:14.797479,Healthcare,Myntra,2957.22,Cash
5619,2025-11-03 05:04:44.068406,Travel,Flipkart,3170.65,UPI
5620,2025-11-03 06:23:13.339333,Entertainment,Amazon,3595.3,Credit Card
5621,2025-11-03 07:41:42.610261,Education,Netflix,3298.36,Credit Card
5622,2025-11-03 09:00:11.881188,Healthcare,Myntra,4250.45,UPI
5623,2025-11-03 10:18:41.152115,Food,Swiggy,1512.58,Cash
5624,2025-11-03 11:37:10.423042,Shopping,Netflix,3225.77,UPI
5625,2025-11-03 12:55:39.693969,Education,Myntra,303.24,Cash
5626,2025-11-03 14:14:08.964896,Food,Flipkart,2426.94,Credit Card
5627,2025-11-03 15:32:38.235823,Shopping,Airtel,1376.76,Cash
5628,2025-11-03 16:51:07.506750,Entertainment,Flipkart,1935.39,Cash
5629,2025-11-03 18:09:36.777677,Travel,Swiggy,1805.58,Debit Card
5630,2025-11-03 19:28:06.048604,Transport,Myntra,349.13,Debit Card
5631,2025-11-03 20:46:35.319531,Healthcare,Amazon,2359.9,Debit Card
5632,2025-11-03 22:05:04.590459,Bills,Flipkart,4973.41,UPI
5633,2025-11-03 23:23:33.861386,Healthcare,Myntra,1529.73,UPI
5634,2025-11-04 00:42:03.132313,Entertainment,Netflix,3693.92,Debit Card
5635,2025-11-04 02:00:32.403240,Food,Swiggy,2761.55,Credit Card
5636,2025-11-04 03:19:01.674167,Bills,Amazon,1659.87,Credit Card
5637,2025-11-04 04:37:30.945094,Transport,Myntra,493.55,Credit Card
5638,2025-11-04 05:56:00.216021,Entertainment,Zomato,1118.5,UPI
5639,2025-11-04 07:14:29.486948,Bills,Flipkart,3920.18,Cash
5640,2025-11-04 08:32:58.757875,Entertainment,Swiggy,1431.15,UPI
5641,2025-11-04 09:51:28.028802,Travel,Amazon,764.3,Debit Card
5642,2025-11-04 11:09:57.299729,Entertainment,Amazon,1689.93,Cash
5643,2025-11-04 12:28:26.570657,Transport,Uber,2941.01,Credit Card
5644,2025-11-04 13:46:55.841584,Education,Local Store,3532.14,UPI
5645,2025-11-04 15:05:25.112511,Shopping,Swiggy,1967.46,UPI
5646,2025-11-04 16:23:54.383438,Bills,Amazon,2515.83,Debit Card
5647,2025-11-04 17:42:23.654365,Travel,Myntra,2301.84,Credit Card
5648,2025-11-04 19:00:52.925292,Transport,Uber,94.57,UPI
5649,2025-11-04 20:19:22.196219,Entertainment,Local Store,2008.22,UPI
5650,2025-11-04 21:37:51.467146,Travel,Netflix,2957.23,Cash
5651,2025-11-04 22:56:20.738073,Transport,Myntra,2871.23,UPI
5652,2025-11-05 00:14:50.009000,Education,Flipkart,3761.35,Cash
5653,2025-11-05 01:33:19.279927,Travel,Local Store,3368.36,UPI
5654,2025-11-05 02:51:48.550855,Travel,Swiggy,1420.19,Credit Card
5655,2025-11-05 04:10:17.821782,Shopping,Flipkart,1315.44,Debit Card
5656,2025-11-05 05:28:47.092709,Healthcare,Reliance,2347.5,Credit Card
5657,2025-11-05 06:47:16.363636,Bills,Reliance,3678.2,Debit Card
5658,2025-11-05 08:05:45.634563,Shopping,Swiggy,514.45,UPI
5659,2025-11-05 09:24:14.905490,Food,Netflix,4744.22,Credit Card
5660,2025-11-05 10:42:44.176417,Bills,Local Store,2738.61,Cash
5661,2025-11-05 12:01:13.447344,Shopping,Uber,1566.72,Debit Card
5662,2025-11-05 13:19:42.718271,Entertainment,Zomato,3482.29,Debit Card
5663,2025-11-05 14:38:11.989198,Bills,Amazon,271.39,UPI
5664,2025-11-05 15:56:41.260126,Bills,Zomato,2447.76,Debit Card
5665,2025-11-05 17:15:10.531053,Transport,Reliance,2455.55,Debit Card
5666,2025-11-05 18:33:39.801980,Entertainment,Reliance,851.78,Debit Card
5667,2025-11-05 19:52:09.072907,Food,Netflix,4195.07,UPI
5668,2025-11-05 21:10:38.343834,Healthcare,Zomato,3994.22,Credit Card
5669,2025-11-05 22:29:07.614761,Travel,Zomato,806.03,UPI
5670,2025-11-05 23:47:36.885688,Education,Uber,1850.95,Cash
5671,2025-11-06 01:06:06.156615,Shopping,Netflix,547.13,Debit Card
5672,2025-11-06 02:24:35.427542,Transport,Netflix,4250.61,Debit Card
5673,2025-11-06 03:43:04.698469,Shopping,Swiggy,1650.43,Credit Card
5674,2025-11-06 05:01:33.969396,Food,Flipkart,2224.62,Debit Card
5675,2025-11-06 06:20:03.240324,Travel,Netflix,1653.17,Credit Card
5676,2025-11-06 07:38:32.511251,Food,Netflix,1584.63,Debit Card
5677,2025-11-06 08:57:01.782178,Bills,Myntra,3749.15,Debit Card
5678,2025-11-06 10:15:31.053105,Education,Local Store,3750.45,UPI
5679,2025-11-06 11:34:00.324032,Food,Local Store,2613.05,UPI
5680,2025-11-06 12:52:29.594959,Shopping,Airtel,3305.2,Cash
5681,2025-11-06 14:10:58.865886,Entertainment,Zomato,2582.73,Credit Card
5682,2025-11-06 15:29:28.136813,Entertainment,Amazon,191.52,Cash
5683,2025-11-06 16:47:57.407740,Bills,Zomato,376.73,UPI
5684,2025-11-06 18:06:26.678667,Healthcare,Swiggy,1949.52,Credit Card
5685,2025-11-06 19:24:55.949594,Shopping,Swiggy,3761.24,UPI
5686,2025-11-06 20:43:25.220522,Shopping,Swiggy,4570.47,Credit Card
5687,2025-11-06 22:01:54.491449,Food,Flipkart,197.06,Debit Card
5688,2025-11-06 23:20:23.762376,Education,Amazon,1871.75,Cash
5689,2025-11-07 00:38:53.033303,Shopping,Local Store,1157.72,Cash
5690,2025-11-07 01:57:22.304230,Transport,Uber,4085.27,Credit Card
5691,2025-11-07 03:15:51.575157,Healthcare,Local Store,4237.54,Cash
5692,2025-11-07 04:34:20.846084,Food,Flipkart,1071.72,UPI
5693,2025-11-07 05:52:50.117011,Transport,Swiggy,3568.59,Cash
5694,2025-11-07 07:11:19.387938,Bills,Flipkart,3672.19,Credit Card
5695,2025-11-07 08:29:48.658865,Entertainment,Local Store,926.44,Cash
5696,2025-11-07 09:48:17.929792,Bills,Uber,2196.79,Cash
5697,2025-11-07 11:06:47.200720,Entertainment,Airtel,3120.67,UPI
5698,2025-11-07 12:25:16.471647,Bills,Amazon,179.03,Debit Card
5699,2025-11-07 13:43:45.742574,Shopping,Flipkart,2052.73,UPI
5700,2025-11-07 15:02:15.013501,Transport,Local Store,817.04,Cash
5701,2025-11-07 16:20:44.284428,Entertainment,Amazon,2732.39,Cash
5702,2025-11-07 17:39:13.555355,Food,Local Store,4222.44,Debit Card
5703,2025-11-07 18:57:42.826282,Transport,Local Store,2647.53,Debit Card
5704,2025-11-07 20:16:12.097209,Food,Uber,228.12,UPI
5705,2025-11-07 21:34:41.368136,Transport,Airtel,196.8,Debit Card
5706,2025-11-07 22:53:10.639063,Transport,Amazon,3047.24,UPI
5707,2025-11-08 00:11:39.909991,Bills,Swiggy,1673.51,Credit Card
5708,2025-11-08 01:30:09.180918,Entertainment,Amazon,2884.7,Cash
5709,2025-11-08 02:48:38.451845,Entertainment,Netflix,860.0,Debit Card
5710,2025-11-08 04:07:07.722772,Education,Swiggy,3895.47,Credit Card
5711,2025-11-08 05:25:36.993699,Transport,Amazon,4310.56,Credit Card
5712,2025-11-08 06:44:06.264626,Shopping,Myntra,4451.67,UPI
5713,2025-11-08 08:02:35.535553,Shopping,Myntra,1555.17,UPI
5714,2025-11-08 09:21:04.806480,Food,Local Store,3320.64,Debit Card
5715,2025-11-08 10:39:34.077407,Food,Swiggy,1431.26,UPI
5716,2025-11-08 11:58:03.348334,Bills,Amazon,3825.65,Credit Card
5717,2025-11-08 13:16:32.619261,Transport,Local Store,646.6,Credit Card
5718,2025-11-08 14:35:01.890189,Food,Zomato,3825.69,Cash
5719,2025-11-08 15:53:31.161116,Food,Local Store,2226.66,Credit Card
5720,2025-11-08 17:12:00.432043,Healthcare,Flipkart,4284.97,Debit Card
5721,2025-11-08 18:30:29.702970,Transport,Myntra,3707.71,Cash
5722,2025-11-08 19:48:58.973897,Travel,Zomato,1913.77,UPI
5723,2025-11-08 21:07:28.244824,Bills,Reliance,4522.52,Cash
5724,2025-11-08 22:25:57.515751,Food,Flipkart,1452.52,Credit Card
5725,2025-11-08 23:44:26.786678,Bills,Swiggy,4836.59,Debit Card
5726,2025-11-09 01:02:56.057605,Entertainment,Local Store,3847.66,UPI
5727,2025-11-09 02:21:25.328532,Bills,Myntra,4953.84,UPI
5728,2025-11-09 03:39:54.599459,Travel,Airtel,316.83,Credit Card
5729,2025-11-09 04:58:23.870387,Shopping,Myntra,1406.48,Debit Card
5730,2025-11-09 06:16:53.141314,Travel,Uber,3719.26,Credit Card
5731,2025-11-09 07:35:22.412241,Shopping,Myntra,4615.14,Credit Card
5732,2025-11-09 08:53:51.683168,Bills,Airtel,192.42,Debit Card
5733,2025-11-09 10:12:20.954095,Shopping,Airtel,50.05,Credit Card
5734,2025-11-09 11:30:50.225022,Entertainment,Local Store,1318.4,Debit Card
5735,2025-11-09 12:49:19.495949,Transport,Swiggy,4271.25,Debit Card
5736,2025-11-09 14:07:48.766876,Shopping,Airtel,3847.41,Credit Card
5737,2025-11-09 15:26:18.037803,Shopping,Myntra,1734.37,Credit Card
5738,2025-11-09 16:44:47.308730,Bills,Swiggy,59.96,Cash
5739,2025-11-09 18:03:16.579657,Entertainment,Amazon,2795.79,UPI
5740,2025-11-09 19:21:45.850585,Education,Myntra,1227.88,UPI
5741,2025-11-09 20:40:15.121512,Education,Netflix,3740.76,Debit Card
5742,2025-11-09 21:58:44.392439,Education,Local Store,2259.43,Cash
5743,2025-11-09 23:17:13.663366,Education,Flipkart,3409.08,Debit Card
5744,2025-11-10 00:35:42.934293,Transport,Local Store,4268.93,Cash
5745,2025-11-10 01:54:12.205220,Travel,Airtel,2702.01,Debit Card
5746,2025-11-10 03:12:41.476147,Bills,Reliance,1712.98,UPI
5747,2025-11-10 04:31:10.747074,Bills,Uber,3859.24,Cash
5748,2025-11-10 05:49:40.018001,Healthcare,Netflix,1362.68,Credit Card
5749,2025-11-10 07:08:09.288928,Entertainment,Airtel,4463.02,Credit Card
5750,2025-11-10 08:26:38.559855,Education,Myntra,403.57,UPI
5751,2025-11-10 09:45:07.830783,Transport,Swiggy,4185.57,Cash
5752,2025-11-10 11:03:37.101710,Entertainment,Netflix,503.2,Credit Card
5753,2025-11-10 12:22:06.372637,Education,Reliance,327.88,Credit Card
5754,2025-11-10 13:40:35.643564,Transport,Flipkart,1848.12,Credit Card
5755,2025-11-10 14:59:04.914491,Entertainment,Swiggy,4784.92,UPI
5756,2025-11-10 16:17:34.185418,Bills,Uber,4918.26,Debit Card
5757,2025-11-10 17:36:03.456345,Bills,Zomato,1050.25,Credit Card
5758,2025-11-10 18:54:32.727272,Travel,Uber,785.76,Credit Card
5759,2025-11-10 20:13:01.998199,Food,Local Store,1797.12,Debit Card
5760,2025-11-10 21:31:31.269126,Travel,Netflix,1718.58,Credit Card
5761,2025-11-10 22:50:00.540054,Shopping,Local Store,3809.98,Cash
5762,2025-11-11 00:08:29.810981,Travel,Airtel,2247.8,Credit Card
5763,2025-11-11 01:26:59.081908,Education,Amazon,3910.42,Debit Card
5764,2025-11-11 02:45:28.352835,Healthcare,Airtel,3756.13,UPI
5765,2025-11-11 04:03:57.623762,Entertainment,Flipkart,2912.64,UPI
5766,2025-11-11 05:22:26.894689,Healthcare,Netflix,4175.88,Cash
5767,2025-11-11 06:40:56.165616,Food,Amazon,1018.46,Credit Card
5768,2025-11-11 07:59:25.436543,Shopping,Swiggy,850.96,Credit Card
5769,2025-11-11 09:17:54.707470,Entertainment,Amazon,3765.72,Debit Card
5770,2025-11-11 10:36:23.978397,Transport,Flipkart,1261.75,Debit Card
5771,2025-11-11 11:54:53.249324,Education,Myntra,63.83,Cash
5772,2025-11-11 13:13:22.520252,Shopping,Local Store,4564.2,Cash
5773,2025-11-11 14:31:51.791179,Bills,Reliance,28285.78,Credit Card
5774,2025-11-11 15:50:21.062106,Food,Airtel,2252.44,Credit Card
5775,2025-11-11 17:08:50.333033,Shopping,Netflix,3642.4,Cash
5776,2025-11-11 18:27:19.603960,Education,Flipkart,1699.99,UPI
5777,2025-11-11 19:45:48.874887,Travel,Zomato,4770.65,UPI
5778,2025-11-11 21:04:18.145814,Shopping,Reliance,389.67,UPI
5779,2025-11-11 22:22:47.416741,Travel,Flipkart,3222.69,UPI
5780,2025-11-11 23:41:16.687668,Education,Zomato,3897.58,Cash
5781,2025-11-12 00:59:45.958595,Bills,Zomato,2372.17,Debit Card
5782,2025-11-12 02:18:15.229522,Entertainment,Zomato,3787.09,UPI
5783,2025-11-12 03:36:44.500450,Transport,Myntra,4638.21,Cash
5784,2025-11-12 04:55:13.771377,Bills,Amazon,3732.77,UPI
5785,2025-11-12 06:13:43.042304,Travel,Uber,1581.37,Credit Card
5786,2025-11-12 07:32:12.313231,Travel,Airtel,2831.14,UPI
5787,2025-11-12 08:50:41.584158,Transport,Zomato,4562.44,Cash
5788,2025-11-12 10:09:10.855085,Entertainment,Flipkart,2273.03,Credit Card
5789,2025-11-12 11:27:40.126012,Shopping,Swiggy,44868.81,Credit Card
5790,2025-11-12 12:46:09.396939,Transport,Swiggy,2354.3,UPI
5791,2025-11-12 14:04:38.667866,Food,Netflix,650.65,UPI
5792,2025-11-12 15:23:07.938793,Food,Local Store,340.06,Credit Card
5793,2025-11-12 16:41:37.209720,Education,Zomato,4763.76,Debit Card
5794,2025-11-12 18:00:06.480648,Bills,Flipkart,3082.08,Cash
5795,2025-11-12 19:18:35.751575,Travel,Zomato,563.88,Cash
5796,2025-11-12 20:37:05.022502,Entertainment,Myntra,4294.32,Cash
5797,2025-11-12 21:55:34.293429,Education,Local Store,2637.33,Cash
5798,2025-11-12 23:14:03.564356,Bills,Zomato,3871.06,Cash
5799,2025-11-13 00:32:32.835283,Bills,Airtel,677.44,Credit Card
5800,2025-11-13 01:51:02.106210,Education,Swiggy,4539.21,Cash
5801,2025-11-13 03:09:31.377137,Healthcare,Zomato,2973.15,Debit Card
5802,2025-11-13 04:28:00.648064,Bills,Airtel,3704.39,Debit Card
5803,2025-11-13 05:46:29.918991,Healthcare,Airtel,205.33,UPI
5804,2025-11-13 07:04:59.189918,Food,Amazon,1610.76,UPI
5805,2025-11-13 08:23:28.460846,Food,Airtel,1373.85,UPI
5806,2025-11-13 09:41:57.731773,Bills,Local Store,4750.5,UPI
5807,2025-11-13 11:00:27.002700,Food,Swiggy,967.43,Credit Card
5808,2025-11-13 12:18:56.273627,Entertainment,Netflix,3549.91,Debit Card
5809,2025-11-13 13:37:25.544554,Healthcare,Myntra,261.63,Credit Card
5810,2025-11-13 14:55:54.815481,Healthcare,Swiggy,1028.54,Debit Card
5811,2025-11-13 16:14:24.086408,Bills,Flipkart,1726.06,Credit Card
5812,2025-11-13 17:32:53.357335,Food,Netflix,3982.8,Debit Card
5813,2025-11-13 18:51:22.628262,Transport,Airtel,3960.38,UPI
5814,2025-11-13 20:09:51.899189,Travel,Zomato,4765.38,Debit Card
5815,2025-11-13 21:28:21.170117,Education,Amazon,4588.0,UPI
5816,2025-11-13 22:46:50.441044,Education,Netflix,453.5,Debit Card
5817,2025-11-14 00:05:19.711971,Healthcare,Flipkart,4157.85,Credit Card
5818,2025-11-14 01:23:48.982898,Bills,Flipkart,2283.31,Cash
5819,2025-11-14 02:42:18.253825,Bills,Netflix,4336.14,Debit Card
5820,2025-11-14 04:00:47.524752,Entertainment,Amazon,491.97,Credit Card
5821,2025-11-14 05:19:16.795679,Shopping,Airtel,4122.71,Cash
5822,2025-11-14 06:37:46.066606,Travel,Local Store,840.23,Credit Card
5823,2025-11-14 07:56:15.337533,Shopping,Flipkart,1702.52,Cash
5824,2025-11-14 09:14:44.608460,Healthcare,Airtel,192.8,UPI
5825,2025-11-14 10:33:13.879387,Education,Local Store,662.45,Debit Card
5826,2025-11-14 11:51:43.150315,Entertainment,Local Store,2256.34,Credit Card
5827,2025-11-14 13:10:12.421242,Entertainment,Flipkart,4100.77,Debit Card
5828,2025-11-14 14:28:41.692169,Entertainment,Netflix,3879.67,UPI
5829,2025-11-14 15:47:10.963096,Healthcare,Local Store,1214.72,UPI
5830,2025-11-14 17:05:40.234023,Shopping,Zomato,800.87,Debit Card
5831,2025-11-14 18:24:09.504950,Education,Swiggy,1976.85,Credit Card
5832,2025-11-14 19:42:38.775877,Entertainment,Myntra,4422.18,Credit Card
5833,2025-11-14 21:01:08.046804,Education,Flipkart,502.55,Credit Card
5834,2025-11-14 22:19:37.317731,Food,Reliance,2737.42,Debit Card
5835,2025-11-14 23:38:06.588658,Bills,Local Store,489.6,Credit Card
5836,2025-11-15 00:56:35.859585,Bills,Uber,2377.55,Credit Card
5837,2025-11-15 02:15:05.130513,Education,Zomato,677.62,Cash
5838,2025-11-15 03:33:34.401440,Transport,Reliance,447.67,Credit Card
5839,2025-11-15 04:52:03.672367,Transport,Airtel,994.7,UPI
5840,2025-11-15 06:10:32.943294,Healthcare,Myntra,1313.52,Credit Card
5841,2025-11-15 07:29:02.214221,Healthcare,Amazon,1417.51,Debit Card
5842,2025-11-15 08:47:31.485148,Bills,Local Store,3244.08,Debit Card
5843,2025-11-15 10:06:00.756075,Food,Amazon,322.16,Credit Card
5844,2025-11-15 11:24:30.027002,Travel,Myntra,450.0,Debit Card
5845,2025-11-15 12:42:59.297929,Shopping,Zomato,984.1,Debit Card
5846,2025-11-15 14:01:28.568856,Shopping,Zomato,4366.71,Credit Card
5847,2025-11-15 15:19:57.839783,Healthcare,Myntra,3161.59,Cash
5848,2025-11-15 16:38:27.110711,Food,Zomato,3665.33,Cash
5849,2025-11-15 17:56:56.381638,Healthcare,Local Store,1883.29,Cash
5850,2025-11-15 19:15:25.652565,Travel,Myntra,1105.44,Cash
5851,2025-11-15 20:33:54.923492,Shopping,Flipkart,237.91,UPI
5852,2025-11-15 21:52:24.194419,Education,Uber,2468.25,Credit Card
5853,2025-11-15 23:10:53.465346,Healthcare,Airtel,2892.69,Debit Card
5854,2025-11-16 00:29:22.736273,Entertainment,Swiggy,4490.16,Debit Card
5855,2025-11-16 01:47:52.007200,Education,Netflix,4416.36,Credit Card
5856,2025-11-16 03:06:21.278127,Travel,Uber,2152.19,Debit Card
5857,2025-11-16 04:24:50.549054,Travel,Swiggy,2146.71,UPI
5858,2025-11-16 05:43:19.819982,Healthcare,Netflix,847.56,Cash
5859,2025-11-16 07:01:49.090909,Bills,Amazon,1324.37,Credit Card
5860,2025-11-16 08:20:18.361836,Healthcare,Uber,4632.03,Debit Card
5861,2025-11-16 09:38:47.632763,Bills,Reliance,748.13,UPI
5862,2025-11-16 10:57:16.903690,Travel,Uber,4845.06,Debit Card
5863,2025-11-16 12:15:46.174617,Food,Zomato,2548.46,UPI
5864,2025-11-16 13:34:15.445544,Travel,Local Store,2310.2,Debit Card
5865,2025-11-16 14:52:44.716471,Shopping,Local Store,914.46,Cash
5866,2025-11-16 16:11:13.987398,Education,Swiggy,3324.63,Credit Card
5867,2025-11-16 17:29:43.258325,Education,Zomato,2326.24,Cash
5868,2025-11-16 18:48:12.529252,Transport,Amazon,1884.78,Cash
5869,2025-11-16 20:06:41.800180,Transport,Local Store,1359.36,Debit Card
5870,2025-11-16 21:25:11.071107,Travel,Airtel,379.11,Cash
5871,2025-11-16 22:43:40.342034,Shopping,Amazon,2620.67,Credit Card
5872,2025-11-17 00:02:09.612961,Transport,Zomato,1598.9,UPI
5873,2025-11-17 01:20:38.883888,Education,Zomato,3553.93,UPI
5874,2025-11-17 02:39:08.154815,Healthcare,Swiggy,3631.44,Debit Card
5875,2025-11-17 03:57:37.425742,Food,Flipkart,1693.93,Credit Card
5876,2025-11-17 05:16:06.696669,Food,Local Store,3362.15,Credit Card
5877,2025-11-17 06:34:35.967596,Shopping,Zomato,1330.44,UPI
5878,2025-11-17 07:53:05.238523,Travel,Zomato,3649.51,UPI
5879,2025-11-17 09:11:34.509450,Transport,Airtel,129.58,Cash
5880,2025-11-17 10:30:03.780378,Healthcare,Uber,800.46,Debit Card
5881,2025-11-17 11:48:33.051305,Food,Uber,1262.79,UPI
5882,2025-11-17 13:07:02.322232,Food,Zomato,3876.03,UPI
5883,2025-11-17 14:25:31.593159,Entertainment,Amazon,378.56,Credit Card
5884,2025-11-17 15:44:00.864086,Travel,Airtel,980.88,Credit Card
5885,2025-11-17 17:02:30.135013,Entertainment,Amazon,1825.19,Credit Card
5886,2025-11-17 18:20:59.405940,Education,Netflix,95.42,UPI
5887,2025-11-17 19:39:28.676867,Food,Flipkart,3822.5,Debit Card
5888,2025-11-17 20:57:57.947794,Shopping,Uber,2822.52,Cash
5889,2025-11-17 22:16:27.218721,Bills,Uber,4508.36,Debit Card
5890,2025-11-17 23:34:56.489648,Bills,Airtel,203.6,UPI
5891,2025-11-18 00:53:25.760576,Healthcare,Myntra,1393.38,Cash
5892,2025-11-18 02:11:55.031503,Food,Amazon,3669.7,Debit Card
5893,2025-11-18 03:30:24.302430,Food,Local Store,3391.99,UPI
5894,2025-11-18 04:48:53.573357,Education,Airtel,1253.13,Debit Card
5895,2025-11-18 06:07:22.844284,Food,Swiggy,2998.65,UPI
5896,2025-11-18 07:25:52.115211,Shopping,Myntra,3979.1,Credit Card
5897,2025-11-18 08:44:21.386138,Entertainment,Reliance,215.23,Debit Card
5898,2025-11-18 10:02:50.657065,Food,Amazon,3602.26,Credit Card
5899,2025-11-18 11:21:19.927992,Food,Myntra,1297.88,Credit Card
5900,2025-11-18 12:39:49.198919,Education,Airtel,4741.86,Cash
5901,2025-11-18 13:58:18.469846,Travel,Local Store,2714.19,Cash
5902,2025-11-18 15:16:47.740774,Transport,Swiggy,215.26,Debit Card
5903,2025-11-18 16:35:17.011701,Travel,Flipkart,2046.98,UPI
5904,2025-11-18 17:53:46.282628,Education,Myntra,4833.24,Cash
5905,2025-11-18 19:12:15.553555,Travel,Flipkart,3665.35,Cash
5906,2025-11-18 20:30:44.824482,Education,Zomato,1537.37,Credit Card
5907,2025-11-18 21:49:14.095409,Shopping,Uber,2897.57,Credit Card
5908,2025-11-18 23:07:43.366336,Healthcare,Netflix,3015.55,UPI
5909,2025-11-19 00:26:12.637263,Food,Uber,165.57,Cash
5910,2025-11-19 01:44:41.908190,Education,Reliance,935.23,Cash
5911,2025-11-19 03:03:11.179117,Education,Local Store,2781.3,UPI
5912,2025-11-19 04:21:40.450045,Transport,Swiggy,2043.63,Cash
5913,2025-11-19 05:40:09.720972,Education,Flipkart,990.69,Debit Card
5914,2025-11-19 06:58:38.991899,Bills,Airtel,3874.71,Debit Card
5915,2025-11-19 08:17:08.262826,Healthcare,Flipkart,2470.52,UPI
5916,2025-11-19 09:35:37.533753,Food,Local Store,1584.37,Credit Card
5917,2025-11-19 10:54:06.804680,Food,Airtel,850.3,UPI
5918,2025-11-19 12:12:36.075607,Transport,Airtel,3075.26,Debit Card
5919,2025-11-19 13:31:05.346534,Shopping,Reliance,3347.99,Cash
5920,2025-11-19 14:49:34.617461,Food,Local Store,3364.51,Cash
5921,2025-11-19 16:08:03.888388,Bills,Myntra,1140.42,Credit Card
5922,2025-11-19 17:26:33.159315,Food,Uber,2996.93,Credit Card
5923,2025-11-19 18:45:02.430243,Bills,Zomato,4531.76,Debit Card
5924,2025-11-19 20:03:31.701170,Healthcare,Flipkart,1798.28,Credit Card
5925,2025-11-19 21:22:00.972097,Healthcare,Myntra,1093.3,UPI
5926,2025-11-19 22:40:30.243024,Entertainment,Zomato,3872.14,Debit Card
5927,2025-11-19 23:58:59.513951,Entertainment,Swiggy,925.57,Cash
5928,2025-11-20 01:17:28.784878,Bills,Netflix,1306.06,Cash
5929,2025-11-20 02:35:58.055805,Shopping,Flipkart,548.19,Cash
5930,2025-11-20 03:54:27.326732,Food,Reliance,1375.98,Credit Card
5931,2025-11-20 05:12:56.597659,Education,Zomato,2081.16,Debit Card
5932,2025-11-20 06:31:25.868586,Food,Airtel,367.58,Credit Card
5933,2025-11-20 07:49:55.139513,Entertainment,Myntra,4364.96,UPI
5934,2025-11-20 09:08:24.410441,Travel,Uber,2592.69,Debit Card
5935,2025-11-20 10:26:53.681368,Education,Reliance,2961.11,Credit Card
5936,2025-11-20 11:45:22.952295,Bills,Flipkart,1887.86,Cash
5937,2025-11-20 13:03:52.223222,Education,Local Store,3365.68,Cash
5938,2025-11-20 14:22:21.494149,Travel,Myntra,2187.32,UPI
5939,2025-11-20 15:40:50.765076,Food,Reliance,3818.5,UPI
5940,2025-11-20 16:59:20.036003,Food,Netflix,4115.94,UPI
5941,2025-11-20 18:17:49.306930,Shopping,Flipkart,3375.65,Cash
5942,2025-11-20 19:36:18.577857,Transport,Swiggy,2482.11,Credit Card
5943,2025-11-20 20:54:47.848784,Education,Uber,3922.23,Cash
5944,2025-11-20 22:13:17.119711,Entertainment,Swiggy,2496.71,Cash
5945,2025-11-20 23:31:46.390639,Travel,Zomato,601.97,Cash
5946,2025-11-21 00:50:15.661566,Travel,Local Store,625.88,Credit Card
5947,2025-11-21 02:08:44.932493,Travel,Zomato,4745.49,Cash
5948,2025-11-21 03:27:14.203420,Entertainment,Uber,1107.14,UPI
5949,2025-11-21 04:45:43.474347,Transport,Myntra,4088.83,UPI
5950,2025-11-21 06:04:12.745274,Food,Zomato,1271.19,UPI
5951,2025-11-21 07:22:42.016201,Shopping,Local Store,2182.36,UPI
5952,2025-11-21 08:41:11.287128,Shopping,Amazon,3291.99,Cash
5953,2025-11-21 09:59:40.558055,Entertainment,Amazon,836.39,Cash
5954,2025-11-21 11:18:09.828982,Shopping,Reliance,3699.37,Cash
5955,2025-11-21 12:36:39.099909,Travel,Reliance,3465.07,UPI
5956,2025-11-21 13:55:08.370837,Healthcare,Flipkart,2738.26,Credit Card
5957,2025-11-21 15:13:37.641764,Transport,Reliance,2851.15,Debit Card
5958,2025-11-21 16:32:06.912691,Food,Netflix,573.57,Debit Card
