transaction_id,date,category,merchant,amount,payment_method,day,month,year,day_of_week,is_weekend,amount_log,category_avg_amount,amount_vs_category_avg,category_encoded,merchant_encoded,payment_encoded,anomaly_prediction,anomaly_score,is_anomaly
6307,2025-12-10 17:04:22.466246,Transport,Zomato,1873.57,UPI,10,12,2025,2,0,7.536134578770268,2469.707294213529,0.7586202641866645,6,9,3,1,0.05389839767841442,0
6308,2025-12-10 18:22:51.737173,Travel,Local Store,1093.54,Cash,10,12,2025,2,0,6.99808946266332,2612.472435275081,0.4185843208274293,7,3,0,1,0.044576557430134,0
6309,2025-12-10 19:41:21.008100,Entertainment,Airtel,541.66,Debit Card,10,12,2025,2,0,6.296482972806629,2666.7235731225296,0.2031181654744055,2,0,2,1,0.0314809464950776,0
6310,2025-12-10 20:59:50.279027,Transport,Airtel,1208.76,Debit Card,10,12,2025,2,0,7.09817727180996,2469.707294213529,0.4894345183464043,6,0,2,1,0.05593296291413352,0
6311,2025-12-10 22:18:19.549954,Entertainment,Zomato,996.99,Credit Card,10,12,2025,2,0,6.905743256221183,2666.7235731225296,0.3738632717873345,2,9,1,1,0.048052999759177206,0
6312,2025-12-10 23:36:48.820882,Shopping,Netflix,4867.0,Cash,10,12,2025,2,0,8.490438454107418,2582.691050488599,1.8844685271508763,5,5,0,1,0.03795235107069461,0
6313,2025-12-11 00:55:18.091809,Bills,Zomato,1468.4,Debit Card,11,12,2025,3,0,7.292609433186177,2588.439496459481,0.5672916063939323,0,9,2,1,0.044481985889673226,0
6314,2025-12-11 02:13:47.362736,Education,Uber,1193.25,UPI,11,12,2025,3,0,7.085273652270072,2582.3797758206565,0.462073786037453,1,8,3,1,0.041910646947387775,0
6315,2025-12-11 03:32:16.633663,Entertainment,Reliance,4182.63,Debit Card,11,12,2025,3,0,8.338934569712038,2666.7235731225296,1.5684527793416774,2,6,2,1,0.07394908124455313,0
6316,2025-12-11 04:50:45.904590,Transport,Uber,2124.63,Cash,11,12,2025,3,0,7.661823508008032,2469.707294213529,0.8602760355358557,6,8,0,1,0.06455525117234195,0
6317,2025-12-11 06:09:15.175517,Transport,Zomato,2136.25,Credit Card,11,12,2025,3,0,7.667275234906343,2469.707294213529,0.8649810465415021,6,9,1,1,0.07095391604997703,0
6318,2025-12-11 07:27:44.446444,Education,Flipkart,2245.77,Debit Card,11,12,2025,3,0,7.71724890824583,2582.3797758206565,0.8696513274412997,1,2,2,1,0.08300220609645048,0
6319,2025-12-11 08:46:13.717371,Healthcare,Netflix,2111.85,UPI,11,12,2025,3,0,7.655793025981207,2581.179936457506,0.8181723289304544,4,5,3,1,0.08010454970293279,0
6320,2025-12-11 10:04:42.988298,Travel,Flipkart,1666.5,Debit Card,11,12,2025,3,0,7.419080777789778,2612.472435275081,0.6379014673984591,7,2,2,1,0.0679620406607363,0
6321,2025-12-11 11:23:12.259225,Shopping,Uber,1467.38,UPI,11,12,2025,3,0,7.291915031262965,2582.691050488599,0.568159323478663,5,8,3,1,0.057890797727375265,0
6322,2025-12-11 12:41:41.530153,Transport,Airtel,4415.7,Cash,11,12,2025,3,0,8.39314808988759,2469.707294213529,1.7879446727739314,6,0,0,1,0.030975627437966002,0
6323,2025-12-11 14:00:10.801080,Food,Uber,850.45,Credit Card,11,12,2025,3,0,6.746940778472614,2555.6312885375496,0.332774920942006,3,8,1,1,0.0533251892529768,0
6324,2025-12-11 15:18:40.072007,Bills,Swiggy,946.26,Cash,11,12,2025,3,0,6.853573606718152,2588.439496459481,0.3655716122761661,0,7,0,1,0.032544322596637754,0
6325,2025-12-11 16:37:09.342934,Entertainment,Local Store,2880.01,Debit Card,11,12,2025,3,0,7.965896206095513,2666.7235731225296,1.0799807032971658,2,3,2,1,0.09661406963202723,0
6326,2025-12-11 17:55:38.613861,Healthcare,Myntra,1751.11,Debit Card,11,12,2025,3,0,7.468576054913544,2581.179936457506,0.6784145402909335,4,4,2,1,0.09315517198866313,0
6327,2025-12-11 19:14:07.884788,Travel,Swiggy,2136.57,Credit Card,11,12,2025,3,0,7.667424948812705,2612.472435275081,0.8178344663663522,7,7,1,1,0.07236220642656133,0
6328,2025-12-11 20:32:37.155715,Education,Zomato,4042.41,UPI,11,12,2025,3,0,8.304843674343315,2582.3797758206565,1.5653816831474214,1,9,3,1,0.03499798914698504,0
6329,2025-12-11 21:51:06.426642,Bills,Amazon,4522.97,Cash,11,12,2025,3,0,8.41714520591429,2588.439496459481,1.7473732749738244,0,1,0,1,0.021311097734949547,0
6330,2025-12-11 23:09:35.697569,Shopping,Flipkart,3963.24,UPI,11,12,2025,3,0,8.285069438521248,2582.691050488599,1.5345389450473472,5,2,3,1,0.060820634165316134,0
6331,2025-12-12 00:28:04.968496,Healthcare,Reliance,1212.89,Debit Card,12,12,2025,4,0,7.10158535795896,2581.179936457506,0.469897500313213,4,6,2,1,0.08017042652297657,0
6332,2025-12-12 01:46:34.239423,Travel,Swiggy,4900.86,UPI,12,12,2025,4,0,8.497370003908697,2612.472435275081,1.8759470660152489,7,7,3,1,0.01692365938238205,0
6333,2025-12-12 03:05:03.510351,Entertainment,Netflix,1847.72,Cash,12,12,2025,4,0,7.52224878671282,2666.7235731225296,0.6928802139910066,2,5,0,1,0.07167841241129647,0
6334,2025-12-12 04:23:32.781278,Entertainment,Flipkart,886.88,UPI,12,12,2025,4,0,6.78883659872546,2666.7235731225296,0.332572902920542,2,2,3,1,0.050455489903379225,0
6335,2025-12-12 05:42:02.052205,Education,Swiggy,2522.51,Debit Card,12,12,2025,4,0,7.833406068522614,2582.3797758206565,0.976816045269085,1,7,2,1,0.08148057214456117,0
6336,2025-12-12 07:00:31.323132,Food,Airtel,3640.16,Cash,12,12,2025,4,0,8.200057591181363,2555.6312885375496,1.4243682241357547,3,0,0,1,0.044502489553828295,0
6337,2025-12-12 08:19:00.594059,Education,Myntra,462.19,UPI,12,12,2025,4,0,6.138137337079281,2582.3797758206565,0.1789783223705429,1,4,3,1,0.02979357642434588,0
6338,2025-12-12 09:37:29.864986,Shopping,Uber,3189.72,UPI,12,12,2025,4,0,8.068001875640428,2582.691050488599,1.2350373845127784,5,8,3,1,0.0625691379716301,0
6339,2025-12-12 10:55:59.135913,Healthcare,Uber,4297.49,Cash,12,12,2025,4,0,8.366019077218866,2581.179936457506,1.6649323587638036,4,8,0,1,0.04581370158349152,0
6340,2025-12-12 12:14:28.406840,Healthcare,Swiggy,1345.82,Debit Card,12,12,2025,4,0,7.205501537191509,2581.179936457506,0.5213972032678382,4,7,2,1,0.08400255602920792,0
6341,2025-12-12 13:32:57.677767,Transport,Zomato,3480.96,Cash,12,12,2025,4,0,8.155350632611375,2469.707294213529,1.409462574028839,6,9,0,1,0.04300969300674318,0
6342,2025-12-12 14:51:26.948694,Food,Netflix,2029.55,Debit Card,12,12,2025,4,0,7.616061971299905,2555.6312885375496,0.7941482048302055,3,5,2,1,0.09308993168866897,0
6343,2025-12-12 16:09:56.219621,Food,Zomato,2099.97,UPI,12,12,2025,4,0,7.650154421828253,2555.6312885375496,0.821703040426344,3,9,3,1,0.06003571579176925,0
6344,2025-12-12 17:28:25.490549,Healthcare,Flipkart,1440.03,Cash,12,12,2025,4,0,7.273113414658593,2581.179936457506,0.5578960147878506,4,2,0,1,0.06549012370616036,0
6345,2025-12-12 18:46:54.761476,Healthcare,Local Store,3140.75,Debit Card,12,12,2025,4,0,8.052535248495253,2581.179936457506,1.21678847554908,4,3,2,1,0.089386066267019,0
6346,2025-12-12 20:05:24.032403,Bills,Myntra,1836.95,Cash,12,12,2025,4,0,7.516406099063565,2588.439496459481,0.7096746910687374,0,4,0,1,0.05829495259645068,0
6347,2025-12-12 21:23:53.303330,Travel,Myntra,4162.97,UPI,12,12,2025,4,0,8.334224225097955,2612.472435275081,1.5934981528567436,7,4,3,1,0.04964775743102556,0
6348,2025-12-12 22:42:22.574257,Bills,Uber,4816.38,Cash,12,12,2025,4,0,8.47998549079302,2588.439496459481,1.860727286300468,0,8,0,1,0.013137406090044434,0
6349,2025-12-13 00:00:51.845184,Bills,Myntra,4678.68,UPI,13,12,2025,5,1,8.450985010505567,2588.439496459481,1.807529210707684,0,4,3,-1,-0.006021123020061303,1
6350,2025-12-13 01:19:21.116111,Food,Zomato,857.49,UPI,13,12,2025,5,1,6.755175032046044,2555.6312885375496,0.3355296219161158,3,9,3,1,0.005740257010595107,0
6351,2025-12-13 02:37:50.387038,Transport,Netflix,120.24,UPI,13,12,2025,5,1,4.797772052189602,2469.707294213529,0.0486859314388064,6,5,3,-1,-0.028690464014456962,1
6352,2025-12-13 03:56:19.657965,Entertainment,Netflix,2220.42,Debit Card,13,12,2025,5,1,7.705901910023722,2666.7235731225296,0.8326397315339504,2,5,2,1,0.05942217596897459,0
6353,2025-12-13 05:14:48.928892,Bills,Uber,3657.97,Debit Card,13,12,2025,5,1,8.20493696602413,2588.439496459481,1.4131950949610543,0,8,2,1,0.026738663219007752,0
6354,2025-12-13 06:33:18.199819,Transport,Swiggy,4888.4,Credit Card,13,12,2025,5,1,8.49482487555423,2469.707294213529,1.979343872633577,6,7,1,1,0.0030997041429257077,0
6355,2025-12-13 07:51:47.470747,Education,Netflix,3927.94,Debit Card,13,12,2025,5,1,8.276124948380517,2582.3797758206565,1.521054353344189,1,5,2,1,0.049149560614080934,0
6356,2025-12-13 09:10:16.741674,Shopping,Zomato,2923.72,Credit Card,13,12,2025,5,1,7.980954028588157,2582.691050488599,1.1320440357923895,5,9,1,1,0.03698892867362091,0
6357,2025-12-13 10:28:46.012601,Bills,Amazon,180.45,Cash,13,12,2025,5,1,5.200980133659079,2588.439496459481,0.0697138180153807,0,1,0,-1,-0.04500242610312477,1
6358,2025-12-13 11:47:15.283528,Education,Swiggy,4136.43,UPI,13,12,2025,5,1,8.327830101113197,2582.3797758206565,1.6017899608455075,1,7,3,1,0.015747521324115055,0
6359,2025-12-13 13:05:44.554455,Entertainment,Local Store,926.87,Debit Card,13,12,2025,5,1,6.832891636766315,2666.7235731225296,0.3475688329085815,2,3,2,1,0.03358221884718782,0
6360,2025-12-13 14:24:13.825382,Shopping,Reliance,325.25,UPI,13,12,2025,5,1,5.787663958636903,2582.691050488599,0.1259345363582951,5,6,3,-1,-0.001420497528773934,1
6361,2025-12-13 15:42:43.096309,Shopping,Airtel,4259.28,Credit Card,13,12,2025,5,1,8.357090164802976,2582.691050488599,1.6491635726984146,5,0,1,1,0.024160026766439135,0
6362,2025-12-13 17:01:12.367236,Entertainment,Myntra,2852.94,Debit Card,13,12,2025,5,1,7.956455774690355,2666.7235731225296,1.0698296699194154,2,4,2,1,0.05911225883386162,0
6363,2025-12-13 18:19:41.638163,Bills,Myntra,686.33,Debit Card,13,12,2025,5,1,6.532814526236512,2588.439496459481,0.265152035015219,0,4,2,1,0.004282582865256512,0
6364,2025-12-13 19:38:10.909090,Food,Amazon,1963.39,Debit Card,13,12,2025,5,1,7.582937043539222,2555.6312885375496,0.7682602763576051,3,1,2,1,0.0465891093687989,0
6365,2025-12-13 20:56:40.180018,Entertainment,Swiggy,473.43,Debit Card,13,12,2025,5,1,6.162114083458122,2666.7235731225296,0.1775324614713063,2,7,2,1,0.0154544939292246,0
6366,2025-12-13 22:15:09.450945,Entertainment,Uber,3208.15,UPI,13,12,2025,5,1,8.073761383551224,2666.7235731225296,1.2030305774225791,2,8,3,1,0.028225252022409553,0
6367,2025-12-13 23:33:38.721872,Entertainment,Zomato,1448.01,Debit Card,13,12,2025,5,1,7.278635843608118,2666.7235731225296,0.5429921625901746,2,9,2,1,0.026939736314413376,0
6368,2025-12-14 00:52:07.992799,Shopping,Amazon,4337.17,Credit Card,14,12,2025,6,1,8.375207879185128,2582.691050488599,1.6793220386075542,5,1,1,1,0.021765274578043003,0
6369,2025-12-14 02:10:37.263726,Travel,Airtel,1821.09,Debit Card,14,12,2025,6,1,7.507739472867786,2612.472435275081,0.6970752974885447,7,0,2,1,0.012974413708056964,0
6370,2025-12-14 03:29:06.534653,Transport,Netflix,12775.5,Credit Card,14,12,2025,6,1,9.455362825008834,2469.707294213529,5.172880215373183,6,5,1,-1,-0.02414706615247697,1
6371,2025-12-14 04:47:35.805580,Education,Uber,364.44,Credit Card,14,12,2025,6,1,5.901102107027591,2582.3797758206565,0.141125640547655,1,8,1,-1,-0.014106218399220993,1
6372,2025-12-14 06:06:05.076507,Food,Reliance,1414.18,UPI,14,12,2025,6,1,7.255012010467591,2555.6312885375496,0.5533583840293563,3,6,3,1,0.024474841134221492,0
6373,2025-12-14 07:24:34.347434,Bills,Uber,3400.0,Debit Card,14,12,2025,6,1,8.131824785007195,2588.439496459481,1.3135327306860325,0,8,2,1,0.025320527314948604,0
6374,2025-12-14 08:43:03.618361,Bills,Amazon,3694.5,Credit Card,14,12,2025,6,1,8.214871142224942,2588.439496459481,1.4273078451528076,0,1,1,1,0.01796813531817565,0
6375,2025-12-14 10:01:32.889288,Education,Local Store,1251.97,Debit Card,14,12,2025,6,1,7.133272012071532,2582.3797758206565,0.4848125019110078,1,3,2,1,0.02860531068003691,0
6376,2025-12-14 11:20:02.160216,Transport,Amazon,2543.91,UPI,14,12,2025,6,1,7.841850564901561,2469.707294213529,1.0300451417705758,6,1,3,1,0.025809900668981478,0
6377,2025-12-14 12:38:31.431143,Entertainment,Amazon,4096.78,UPI,14,12,2025,6,1,8.318200642633514,2666.7235731225296,1.5362597163390967,2,1,3,1,0.01790180577546252,0
6378,2025-12-14 13:57:00.702070,Travel,Amazon,1930.56,Debit Card,14,12,2025,6,1,7.566083245563805,2612.472435275081,0.7389781319536568,7,1,2,1,0.025761139362743712,0
6379,2025-12-14 15:15:29.972997,Food,Uber,712.17,Credit Card,14,12,2025,6,1,6.569719821167088,2555.6312885375496,0.2786669591948597,3,8,1,1,0.016873488863271002,0
6380,2025-12-14 16:33:59.243924,Bills,Amazon,2187.76,Cash,14,12,2025,6,1,7.691090452407443,2588.439496459481,0.8452042255546101,0,1,0,1,0.013654261561259484,0
6381,2025-12-14 17:52:28.514851,Education,Swiggy,3023.11,Cash,14,12,2025,6,1,8.01437211229922,2582.3797758206565,1.1706682449676804,1,7,0,1,0.028035702616559077,0
6382,2025-12-14 19:10:57.785778,Healthcare,Uber,86.62,UPI,14,12,2025,6,1,4.473009282385752,2581.179936457506,0.0335582958694774,4,8,3,-1,-0.05004873367026286,1
6383,2025-12-14 20:29:27.056705,Travel,Netflix,1775.41,Credit Card,14,12,2025,6,1,7.482349752764859,2612.472435275081,0.6795899455348925,7,5,1,1,0.03765478926532617,0
6384,2025-12-14 21:47:56.327632,Education,Swiggy,3056.81,Cash,14,12,2025,6,1,8.025454252446236,2582.3797758206565,1.183718223253423,1,7,0,1,0.02819784958642213,0
6385,2025-12-14 23:06:25.598559,Travel,Airtel,4761.96,Credit Card,14,12,2025,6,1,8.468624602697153,2612.472435275081,1.822779040919752,7,0,1,-1,-0.015641760814228967,1
6386,2025-12-15 00:24:54.869486,Bills,Netflix,2072.32,Debit Card,15,12,2025,0,0,7.63690646617627,2588.439496459481,0.8006059260162584,0,5,2,1,0.05468818930437991,0
6387,2025-12-15 01:43:24.140414,Entertainment,Reliance,856.71,UPI,15,12,2025,0,0,6.754266047016668,2666.7235731225296,0.3212593943499205,2,6,3,1,0.03544160601376578,0
6388,2025-12-15 03:01:53.411341,Healthcare,Myntra,2694.38,Debit Card,15,12,2025,0,0,7.899294475258558,2581.179936457506,1.0438559365597169,4,4,2,1,0.08343943938181653,0
6389,2025-12-15 04:20:22.682268,Transport,Uber,1464.47,Debit Card,15,12,2025,0,0,7.2899312891123484,2469.707294213529,0.5929731039104195,6,8,2,1,0.05027222193878078,0
6390,2025-12-15 05:38:51.953195,Food,Myntra,1113.16,Debit Card,15,12,2025,0,0,7.015856036744837,2555.6312885375496,0.4355714398210399,3,4,2,1,0.06045277235844149,0
6391,2025-12-15 06:57:21.224122,Transport,Uber,2972.5,Credit Card,15,12,2025,0,0,7.997494989146649,2469.707294213529,1.2035839254977718,6,8,1,1,0.06554331334803976,0
6392,2025-12-15 08:15:50.495049,Transport,Netflix,4583.62,Cash,15,12,2025,0,0,8.430462502302808,2469.707294213529,1.8559365357746327,6,5,0,1,0.033065752642608026,0
6393,2025-12-15 09:34:19.765976,Education,Reliance,4184.36,Debit Card,15,12,2025,0,0,8.339348000729315,2582.3797758206565,1.620350360229354,1,6,2,1,0.05346194005843086,0
6394,2025-12-15 10:52:49.036903,Travel,Zomato,952.35,UPI,15,12,2025,0,0,6.8599820975104535,2612.472435275081,0.3645397314592994,7,9,3,1,0.006913378337202847,0
6395,2025-12-15 12:11:18.307830,Food,Zomato,3841.1,Credit Card,15,12,2025,0,0,8.253774371100135,2555.6312885375496,1.5029945897234869,3,9,1,1,0.053773450424260516,0
6396,2025-12-15 13:29:47.578757,Food,Swiggy,1187.85,Cash,15,12,2025,0,0,7.080741732298411,2555.6312885375496,0.4647970954682365,3,7,0,1,0.04918241770726128,0
6397,2025-12-15 14:48:16.849684,Bills,Amazon,1488.97,Debit Card,15,12,2025,0,0,7.306511264508621,2588.439496459481,0.5752384794145827,0,1,2,1,0.03433838986150384,0
6398,2025-12-15 16:06:46.120612,Bills,Amazon,4604.25,UPI,15,12,2025,0,0,8.434952236032327,2588.439496459481,1.7787744339003424,0,1,3,1,0.006588496644371888,0
6399,2025-12-15 17:25:15.391539,Food,Zomato,4559.7,Debit Card,15,12,2025,0,0,8.425231399499095,2555.6312885375496,1.7841775613137336,3,9,2,1,0.03729014819166443,0
6400,2025-12-15 18:43:44.662466,Healthcare,Netflix,884.72,Cash,15,12,2025,0,0,6.786400873569962,2581.179936457506,0.3427579718499665,4,5,0,1,0.03837540545396312,0
6401,2025-12-15 20:02:13.933393,Shopping,Reliance,367.75,Cash,15,12,2025,0,0,5.91011890765403,2582.691050488599,0.1423902405711392,5,6,0,1,0.009974085991261483,0
6402,2025-12-15 21:20:43.204320,Bills,Swiggy,1500.93,Debit Card,15,12,2025,0,0,7.314506226710758,2588.439496459481,0.5798590239613489,0,7,2,1,0.0412174097186071,0
6403,2025-12-15 22:39:12.475247,Shopping,Netflix,2929.79,Debit Card,15,12,2025,0,0,7.983027290242319,2582.691050488599,1.134394297547024,5,5,2,1,0.07734986860635507,0
6404,2025-12-15 23:57:41.746174,Education,Amazon,4390.61,Credit Card,15,12,2025,0,0,8.3874511814324,2582.3797758206565,1.7002185507763683,1,1,1,1,0.036554302562865404,0
6405,2025-12-16 01:16:11.017101,Healthcare,Swiggy,638.25,Cash,16,12,2025,1,0,6.460295614171296,2581.179936457506,0.2472706342495265,4,7,0,1,0.03873075865602926,0
6406,2025-12-16 02:34:40.288028,Food,Myntra,2104.04,Cash,16,12,2025,1,0,7.652089748311236,2555.6312885375496,0.8232956019270014,3,4,0,1,0.07755774155129358,0
6407,2025-12-16 03:53:09.558955,Healthcare,Flipkart,1395.16,Debit Card,16,12,2025,1,0,7.241480889935245,2581.179936457506,0.5405124920948993,4,2,2,1,0.08139036624906637,0
6408,2025-12-16 05:11:38.829882,Bills,Airtel,123.9,UPI,16,12,2025,1,0,4.827513417131532,2588.439496459481,0.0478666780388233,0,0,3,-1,-0.04005629802851507,1
6409,2025-12-16 06:30:08.100810,Transport,Swiggy,3952.81,Debit Card,16,12,2025,1,0,8.282434949971043,2469.707294213529,1.6005176035481403,6,7,2,1,0.07075148501718931,0
6410,2025-12-16 07:48:37.371737,Education,Amazon,4075.76,Debit Card,16,12,2025,1,0,8.313057834272701,2582.3797758206565,1.578296127534054,1,1,2,1,0.061454700128308115,0
6411,2025-12-16 09:07:06.642664,Food,Netflix,1145.08,Cash,16,12,2025,1,0,7.044102702866141,2555.6312885375496,0.4480615044650152,3,5,0,1,0.06251626800714849,0
6412,2025-12-16 10:25:35.913591,Entertainment,Myntra,798.64,Credit Card,16,12,2025,1,0,6.684161626387542,2666.7235731225296,0.2994836090434576,2,4,1,1,0.059165809265149805,0
6413,2025-12-16 11:44:05.184518,Education,Airtel,765.58,Debit Card,16,12,2025,1,0,6.641939063380975,2582.3797758206565,0.2964629785162818,1,0,2,1,0.03471915145337878,0
6414,2025-12-16 13:02:34.455445,Travel,Airtel,2346.54,UPI,16,12,2025,1,0,7.76112325034087,2612.472435275081,0.8982066062461327,7,0,3,1,0.03845451142159295,0
6415,2025-12-16 14:21:03.726372,Shopping,Swiggy,1270.15,UPI,16,12,2025,1,0,7.147677281535165,2582.691050488599,0.4917932401398573,5,7,3,1,0.06175135452323721,0
6416,2025-12-16 15:39:32.997299,Healthcare,Airtel,2581.21,Debit Card,16,12,2025,1,0,7.856400900399838,2581.179936457506,1.0000116472091192,4,0,2,1,0.0749385916461629,0
6417,2025-12-16 16:58:02.268226,Food,Myntra,1955.02,UPI,16,12,2025,1,0,7.578667075491364,2555.6312885375496,0.7649851560233295,3,4,3,1,0.07420032323648373,0
6418,2025-12-16 18:16:31.539153,Education,Reliance,1093.91,UPI,16,12,2025,1,0,6.99842744709185,2582.3797758206565,0.4236053930728936,1,6,3,1,0.05005736518496273,0
6419,2025-12-16 19:35:00.810081,Healthcare,Netflix,3768.4,Debit Card,16,12,2025,1,0,8.234671116582527,2581.179936457506,1.4599524608004946,4,5,2,1,0.08456328214407127,0
6420,2025-12-16 20:53:30.081008,Food,Swiggy,794.3,UPI,16,12,2025,1,0,6.6787194019630896,2555.6312885375496,0.3108038329169679,3,7,3,1,0.04400774148557407,0
6421,2025-12-16 22:11:59.351935,Bills,Airtel,4004.57,UPI,16,12,2025,1,0,8.295441171473009,2588.439496459481,1.547098166859813,0,0,3,1,0.028953048884205135,0
6422,2025-12-16 23:30:28.622862,Education,Reliance,2829.16,Debit Card,16,12,2025,1,0,7.9480885261415954,2582.3797758206565,1.0955631028751065,1,6,2,1,0.08523615438055765,0
6423,2025-12-17 00:48:57.893789,Bills,Netflix,4168.58,Cash,17,12,2025,2,0,8.335570590295845,2588.439496459481,1.6104606677891706,0,5,0,1,0.04609810479344656,0
6424,2025-12-17 02:07:27.164716,Education,Uber,73.56,Credit Card,17,12,2025,2,0,4.311604170377335,2582.3797758206565,0.0284853531958223,1,8,1,-1,-0.024954087448620488,1
6425,2025-12-17 03:25:56.435643,Bills,Reliance,3758.48,Credit Card,17,12,2025,2,0,8.232035928947568,2588.439496459481,1.45202544047907,0,6,1,1,0.06270879868450407,0
6426,2025-12-17 04:44:25.706570,Travel,Uber,305.0,Cash,17,12,2025,2,0,5.723585101952381,2612.472435275081,0.1167476432982478,7,8,0,1,0.005205082877471567,0
6427,2025-12-17 06:02:54.977497,Healthcare,Uber,4752.99,Debit Card,17,12,2025,2,0,8.466739544426131,2581.179936457506,1.8414020397675783,4,8,2,1,0.04906460004443647,0
6428,2025-12-17 07:21:24.248424,Entertainment,Reliance,3528.56,Cash,17,12,2025,2,0,8.168928496266046,2666.7235731225296,1.3231817634057683,2,6,0,1,0.07155671263920471,0
6429,2025-12-17 08:39:53.519351,Education,Airtel,1634.85,Credit Card,17,12,2025,2,0,7.399917825917614,2582.3797758206565,0.6330788427432056,1,0,1,1,0.06504962711000573,0
6430,2025-12-17 09:58:22.790279,Travel,Uber,1633.26,Credit Card,17,12,2025,2,0,7.398945381488956,2612.472435275081,0.6251778881747418,7,8,1,1,0.0637107697053122,0
6431,2025-12-17 11:16:52.061206,Education,Airtel,4314.39,Credit Card,17,12,2025,2,0,8.369942981820309,2582.3797758206565,1.6707031399473096,1,0,1,1,0.05121023161088256,0
6432,2025-12-17 12:35:21.332133,Bills,Airtel,4519.06,Credit Card,17,12,2025,2,0,8.416280547074457,2588.439496459481,1.7458627123335355,0,0,1,1,0.024841246142633944,0
6433,2025-12-17 13:53:50.603060,Food,Netflix,4463.29,Debit Card,17,12,2025,2,0,8.403865466108773,2555.6312885375496,1.7464530270930048,3,5,2,1,0.07389950544024282,0
6434,2025-12-17 15:12:19.873987,Education,Local Store,4053.26,Credit Card,17,12,2025,2,0,8.307523459143892,2582.3797758206565,1.569583234019834,1,3,1,1,0.07366027303683542,0
6435,2025-12-17 16:30:49.144914,Travel,Myntra,4104.21,Credit Card,17,12,2025,2,0,8.320012177703504,2612.472435275081,1.571006049511809,7,4,1,1,0.0627107371429868,0
6436,2025-12-17 17:49:18.415841,Bills,Airtel,2885.2,Debit Card,17,12,2025,2,0,7.967696037001978,2588.439496459481,1.1146484219339234,0,0,2,1,0.061085988136090674,0
6437,2025-12-17 19:07:47.686768,Transport,Netflix,189.74,Cash,17,12,2025,2,0,5.250911244150767,2469.707294213529,0.0768269180904784,6,5,0,1,0.00818817249275916,0
6438,2025-12-17 20:26:16.957695,Bills,Flipkart,479.53,Debit Card,17,12,2025,2,0,6.174889661424945,2588.439496459481,0.1852583383370214,0,2,2,1,0.023772300534595447,0
6439,2025-12-17 21:44:46.228622,Healthcare,Uber,3265.29,Credit Card,17,12,2025,2,0,8.091410063219843,2581.179936457506,1.265037727079728,4,8,1,1,0.07890982315665573,0
6440,2025-12-17 23:03:15.499549,Entertainment,Swiggy,2035.77,UPI,17,12,2025,2,0,7.619120498708024,2666.7235731225296,0.7633974591585692,2,7,3,1,0.07009048170561638,0
6441,2025-12-18 00:21:44.770477,Transport,Airtel,2858.18,Debit Card,18,12,2025,3,0,7.958290149417072,2469.707294213529,1.157295039252892,6,0,2,1,0.06966757710336258,0
6442,2025-12-18 01:40:14.041404,Healthcare,Reliance,1193.83,Debit Card,18,12,2025,3,0,7.085759194831555,2581.179936457506,0.4625132805109475,4,6,2,1,0.08333482462924013,0
6443,2025-12-18 02:58:43.312331,Healthcare,Uber,3264.62,Cash,18,12,2025,3,0,8.091204916485626,2581.179936457506,1.26477815586947,4,8,0,1,0.06680919756585502,0
6444,2025-12-18 04:17:12.583258,Healthcare,Uber,1252.01,Credit Card,18,12,2025,3,0,7.133303935710191,2581.179936457506,0.4850533596345471,4,8,1,1,0.07510833374784676,0
6445,2025-12-18 05:35:41.854185,Food,Flipkart,2331.02,UPI,18,12,2025,3,0,7.754490123762937,2555.6312885375496,0.9121112307769238,3,2,3,1,0.07919828135675511,0
6446,2025-12-18 06:54:11.125112,Healthcare,Swiggy,2419.66,Debit Card,18,12,2025,3,0,7.791795509240137,2581.179936457506,0.9374239919595916,4,7,2,1,0.09473079419845998,0
6447,2025-12-18 08:12:40.396039,Food,Netflix,929.46,Debit Card,18,12,2025,3,0,6.835679087517257,2555.6312885375496,0.363690961277861,3,5,2,1,0.07507405567752479,0
6448,2025-12-18 09:31:09.666966,Healthcare,Flipkart,4387.23,Debit Card,18,12,2025,3,0,8.386681235700593,2581.179936457506,1.6996994041497064,4,2,2,1,0.06847697547056475,0
6449,2025-12-18 10:49:38.937893,Shopping,Myntra,2652.81,UPI,18,12,2025,3,0,7.883751622276712,2582.691050488599,1.0271495692441168,5,4,3,1,0.08045092105126872,0
6450,2025-12-18 12:08:08.208820,Travel,Uber,4340.58,Debit Card,18,12,2025,3,0,8.375993616141939,2612.472435275081,1.6614835591721593,7,8,2,1,0.04868539478931988,0
6451,2025-12-18 13:26:37.479747,Transport,Airtel,1349.55,Debit Card,18,12,2025,3,0,7.208267195872018,2469.707294213529,0.5464412738958849,6,0,2,1,0.059543815387590904,0
6452,2025-12-18 14:45:06.750675,Shopping,Airtel,903.06,UPI,18,12,2025,3,0,6.80689572987109,2582.691050488599,0.3496585469753175,5,0,3,1,0.0455193282858396,0
6453,2025-12-18 16:03:36.021602,Healthcare,Flipkart,139.18,Debit Card,18,12,2025,3,0,4.942927311072179,2581.179936457506,0.0539210761846441,4,2,2,1,0.017304415118726046,0
6454,2025-12-18 17:22:05.292529,Transport,Myntra,514.63,UPI,18,12,2025,3,0,6.245389454011627,2469.707294213529,0.2083769202956832,6,4,3,1,0.04014399956464276,0
